School,City,State,Conference,Division,StateCode,DOESchool,DOECity,DOEStateCode,OPEID,AdmissionRate,SAT,Cost,Longitude,Latitude,Lev
Piedmont University,Demorest,Georgia,Collegiate Conference of the South,D3,GA,Piedmont University,Demorest,GA,00158800,0.7008,1085.0,40949.0,-83.542126,34.566042,0
University of Pittsburgh at Bradford,Bradford,Pennsylvania,Allegheny Mountain Collegiate Conference,D3,PA,University of Pittsburgh-Bradford,Bradford,PA,00337903,0.6818,1290.0,28132.0,-78.673701,41.943415,0
University of Pittsburgh at Greensburg,Greensburg,Pennsylvania,Allegheny Mountain Collegiate Conference,D3,PA,University of Pittsburgh-Greensburg,Greensburg,PA,00337904,0.6818,1290.0,27461.0,-79.532676,40.276447,0
Plymouth State University,Plymouth,New Hampshire,Little East Conference,D3,NH,Plymouth State University,Plymouth,NH,00259100,0.8937,,28222.0,-71.690164,43.759573,0
Principia College,Elsah,Illinois,St. Louis Intercollegiate Athletic Conference,D3,IL,Principia College,Elsah,IL,00174400,0.9324,1143.0,,-90.350285,38.948835,0
University of Puget Sound,Tacoma,Washington,Northwest Conference,D3,WA,University of Puget Sound,Tacoma,WA,00379700,0.8685,,68072.0,-122.478982,47.26308,0
Randolph College,Lynchburg,Virginia,Old Dominion Athletic Conference,D3,VA,Randolph College,Lynchburg,VA,00373400,0.8966,1060.0,58880.0,-79.171887,37.437315,0
Randolph–Macon College,Ashland,Virginia,Old Dominion Athletic Conference,D3,VA,Randolph-Macon College,Ashland,VA,00373300,0.7131,1141.0,56509.0,-77.478416,37.76043,1
University of Redlands,Redlands,California,Southern California Intercollegiate Athletic Conference,D3,CA,University of Redlands,Redlands,CA,00132200,0.6865,1135.0,68156.0,-117.163218,34.064218,0
Regis College,Weston,Massachusetts,Great Northeast Athletic Conference,D3,MA,Regis College,Weston,MA,00220600,0.8408,,61605.0,-71.310561,42.351291,0
Rensselaer Polytechnic Institute,Troy,New York,Liberty League,D3,NY,Rensselaer Polytechnic Institute,Troy,NY,00280300,0.5726,1410.0,73816.0,-73.676646,42.729978,0
Rhode Island College,Providence,Rhode Island,Little East Conference,D3,RI,University of Rhode Island,Kingston,RI,00341400,0.7551,1183.0,30339.0,-71.527356,41.484691,0
Rhodes College,Memphis,Tennessee,Southern Athletic Association,D3,TN,Rhodes College,Memphis,TN,00351900,0.5136,1345.0,64249.0,-89.990803,35.154405,0
Ripon College,Ripon,Wisconsin,Midwest Conference,D3,WI,Ripon College,Ripon,WI,00388400,0.7406,1095.0,56059.0,-88.842333,43.844135,0
Rivier University,Nashua,New Hampshire,Great Northeast Athletic Conference,D3,NH,Rivier University,Nashua,NH,00258600,0.7571,,46498.0,-71.45626,42.738676,0
Roanoke College,Salem,Virginia,Old Dominion Athletic Conference,D3,VA,Roanoke College,Salem,VA,00373600,0.7813,1155.0,61545.0,-80.055467,37.294861,0
University of Rochester,Rochester,New York,University Athletic Association,D3,NY,University of Rochester,Rochester,NY,00289400,0.3543,1429.0,75190.0,-77.631202,43.126397,0
Rochester Institute of Technology,Rochester,New York,Liberty League,D3,NY,Rochester Institute of Technology,Rochester,NY,00280600,0.7386,1341.0,61063.0,-77.67386,43.084188,0
Rockford University,Rockford,Illinois,Northern Athletics Collegiate Conference,D3,IL,Rockford University,Rockford,IL,00174800,0.5082,1009.0,43866.0,-89.019536,42.270639,0
Roger Williams University,Bristol,Rhode Island,Commonwealth Coast Conference,D3,RI,Roger Williams University,Bristol,RI,00341000,0.8601,,54865.0,-71.260374,41.650214,0
Rose-Hulman Institute of Technology,Terre Haute,Indiana,Heartland Collegiate Athletic Conference,D3,IN,Rose-Hulman Institute of Technology,Terre Haute,IN,00183000,0.7662,1371.0,70401.0,-87.326749,39.483602,0
Rosemont College,Rosement,Pennsylvania,Colonial States Athletic Conference,D3,PA,Rosemont College,Rosemont,PA,00336000,0.691,1049.0,35805.0,-75.32925,40.033417,0
Rowan University,Glassboro,New Jersey,New Jersey Athletic Conference,D3,NJ,Rowan University,Glassboro,NJ,00260900,0.7801,1150.0,34987.0,-75.119119,39.709108,0
Rutgers University–Camden,Camden,New Jersey,New Jersey Athletic Conference,D3,NJ,Rutgers University-Camden,Camden,NJ,00262901,0.6986,1253.0,29130.0,-75.12224,39.948064,1
Rutgers University–Newark,Newark,New Jersey,New Jersey Athletic Conference,D3,NJ,Rutgers University-Newark,Newark,NJ,00262902,0.6986,1253.0,27960.0,-74.175809,40.739122,1
Russell Sage College,Albany & Troy,New York,Empire 8,D3,NY,Russell Sage College,Troy,NY,00281000,0.7431,,46287.0,-73.693711,42.72822,0
College of Saint Benedict,St. Joseph,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,MN,College of Saint Benedict,Saint Joseph,MN,00234100,0.8401,1201.0,60788.0,-94.319888,45.561792,0
St. Catherine University,St. Paul,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,MN,St Catherine University,Saint Paul,MN,00234200,0.7615,1122.0,50794.0,-93.183761,44.924926,0
Saint Elizabeth University,Convent Station,New Jersey,United East Conference,D3,NJ,Saint Elizabeth University,Morristown,NJ,00260000,0.7538,,51068.0,-74.438221,40.78182,0
Saint John's University,Collegeville,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,MN,Saint Johns University,Collegeville,MN,00237900,0.8138,1193.0,59972.0,-94.393621,45.580075,1
University of Saint Joseph,West Hartford,Connecticut,Great Northeast Athletic Conference,D3,CT,University of Saint Joseph,West Hartford,CT,00140900,0.7802,1073.0,50959.0,-72.72965,41.781041,0
Saint Joseph's College of Maine,Standish,Maine,Great Northeast Athletic Conference,D3,ME,Saint Joseph's College of Maine,Standish,ME,00205100,0.8673,1081.0,52614.0,-70.483373,43.826314,0
St. Lawrence University,Canton,New York,Liberty League,D3,NY,St Lawrence University,Canton,NY,00282900,0.4726,1301.0,73045.0,-75.161343,44.589879,0
Saint Mary's College,Notre Dame,Indiana,Michigan Intercollegiate Athletic Association,D3,IN,Saint Mary's College,Notre Dame,IN,00183600,0.8151,1189.0,58956.0,-86.256947,41.707274,0
St. Mary's College of Maryland,St. Mary's City,Maryland,United East Conference,D3,MD,St. Mary's College of Maryland,St. Mary's City,MD,00209500,0.7903,1190.0,30610.0,-76.429097,38.190904,0
Saint Mary's University of Minnesota,Winona,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,MN,Saint Mary's University of Minnesota,Winona,MN,00238000,0.841,,49200.0,-91.695449,44.044736,0
St. Olaf College,Northfield,Minnesota,Minnesota Intercollegiate Athletic Conference,D3,MN,St Olaf College,Northfield,MN,00238200,0.5081,1309.0,62880.0,-93.182039,44.461529,0
University of St. Thomas,Houston,Texas,Southern Collegiate Athletic Conference,D3,TX,University of St Thomas,Houston,TX,00365400,0.9609,,42652.0,-95.393102,29.736438,0
Saint Vincent College,Latrobe,Pennsylvania,Presidents' Athletic Conference,D3,PA,Saint Vincent College,Latrobe,PA,00336800,0.7212,1090.0,50140.0,-79.403762,40.29265,0
Salem College,Winston-Salem,North Carolina,USA South Athletic Conference,D3,NC,Salem College,Winston-Salem,NC,00296000,0.8463,1061.0,44461.0,-80.241297,36.086271,0
Salem State University,Salem,Massachusetts,Massachusetts State Collegiate Athletic Conference,D3,MA,Salem State University,Salem,MA,00218800,0.8675,,26423.0,-70.890234,42.503575,0
Salisbury University,Salisbury,Maryland,Coast to Coast Athletic Conference,D3,MD,Salisbury University,Salisbury,MD,00209100,0.7762,,25057.0,-75.604815,38.34648,0
Salve Regina University,Newport,Rhode Island,Commonwealth Coast Conference(New England Women's and Men's Athletic Conference in 2023),D3,RI,Salve Regina University,Newport,RI,00341100,0.7462,,61072.0,-71.30124,41.471545,0
Sarah Lawrence College,Yonkers,New York,Skyline Conference,D3,NY,Sarah Lawrence College,Bronxville,NY,00281300,0.5463,1333.0,74123.0,-73.843727,40.9355,0
Schreiner University,Kerrville,Texas,Southern Collegiate Athletic Conference,D3,TX,Schreiner University,Kerrville,TX,00361000,0.9615,1043.0,41896.0,-99.130586,30.031458,0
University of Scranton,Scranton,Pennsylvania,Landmark Conference,D3,PA,University of Scranton,Scranton,PA,00338400,0.7873,1200.0,62380.0,-75.656915,41.406556,0
University of the South,Sewanee,Tennessee,Southern Athletic Association,D3,TN,The University of the South,Sewanee,TN,00353400,0.5607,1280.0,62647.0,-85.920179,35.204719,0
Shenandoah University,Winchester,Virginia,Old Dominion Athletic Conference,D3,VA,Shenandoah University,Winchester,VA,00373700,0.7438,1123.0,47850.0,-78.157433,39.167355,0
Simmons University,Boston,Massachusetts,Great Northeast Athletic Conference,D3,MA,Simmons University,Boston,MA,00220800,0.8255,1168.0,60221.0,-71.099967,42.3393,0
Simpson College,Indianola,Iowa,American Rivers Conference,D3,IA,Simpson College,Indianola,IA,00188700,0.8662,1149.0,53845.0,-93.563471,41.365503,0
Skidmore College,Saratoga Springs,New York,Liberty League,D3,NY,Skidmore College,Saratoga Springs,NY,00281400,0.3217,1324.0,74140.0,-73.785335,43.097035,0
Smith College,Northampton,Massachusetts,New England Women's and Men's Athletic Conference,D3,MA,Smith College,Northampton,MA,00220900,0.3652,,75169.0,-72.638097,42.318111,0
University of Southern Maine,Portland,Maine,Little East Conference,D3,ME,University of Southern Maine,Portland,ME,00205400,0.8793,1062.0,19582.0,-70.274247,43.662863,0
Southern Virginia University,Buena Vista,Virginia,USA South Athletic Conference,D3,VA,Southern Virginia University,Buena Vista,VA,00373800,0.9903,1205.0,29875.0,-79.35037,37.740368,0
Southwestern University,Georgetown,Texas,Southern Collegiate Athletic Conference,D3,TX,Southwestern University,Georgetown,TX,00362000,0.4937,1223.0,57825.0,-97.665738,30.634341,0
Spalding University,Louisville,Kentucky,St. Louis Intercollegiate Athletic Conference,D3,KY,Spalding University,Louisville,KY,00196000,0.9343,1026.0,38163.0,-85.757725,38.242407,0
Springfield College,Springfield,Massachusetts,New England Women's and Men's Athletic Conference,D3,MA,Springfield College,Springfield,MA,00221100,0.6341,1239.0,55078.0,-72.556751,42.101576,0
Stevens Institute of Technology,Hoboken,New Jersey,MAC Freedom,D3,NJ,Stevens Institute of Technology,Hoboken,NJ,00263900,0.5306,1415.0,70591.0,-74.025334,40.744776,0
Stevenson University,Stevenson,Maryland,MAC Commonwealth,D3,MD,Stevenson University,Stevenson,MD,00210700,0.8918,,53066.0,-76.702092,39.421988,0
Stockton University,Pomona,New Jersey,New Jersey Athletic Conference,D3,NJ,Stockton University,Galloway,NJ,00934500,0.7731,1108.0,30721.0,-74.531087,39.492036,0
Suffolk University,Boston,Massachusetts,Commonwealth Coast Conference,D3,MA,Suffolk University,Boston,MA,00221800,0.859,1113.0,57850.0,-71.060917,42.357945,0
Sul Ross State University,Alpine,Texas,American Southwest Conference,D3,TX,Sul Ross State University,Alpine,TX,00362500,0.8083,960.0,20332.0,-103.651469,30.363139,0
Susquehanna University,Selinsgrove,Pennsylvania,Landmark Conference,D3,PA,Susquehanna University,Selinsgrove,PA,00336900,0.7304,,64760.0,-76.875329,40.797502,0
Swarthmore College,Swarthmore,Pennsylvania,Centennial Conference,D3,PA,Swarthmore College,Swarthmore,PA,00337000,0.0906,1467.0,73932.0,-75.354278,39.905159,0
Sweet Briar College,Sweet Briar,Virginia,Old Dominion Athletic Conference,D3,VA,Sweet Briar College,Sweet Briar,VA,00374200,0.7595,1100.0,38835.0,-79.081014,37.556725,0
University of Texas at Dallas,Dallas,Texas,American Southwest Conference,D3,TX,The University of Texas at Dallas,Richardson,TX,00974100,0.7936,1345.0,27120.0,-96.749702,32.984673,0
Texas Lutheran University,Seguin,Texas,Southern Collegiate Athletic Conference,D3,TX,Texas Lutheran University,Seguin,TX,00364100,0.593,1098.0,42208.0,-97.982669,29.573261,0
Thiel College,Greenville,Pennsylvania,Presidents' Athletic Conference,D3,PA,Thiel College,Greenville,PA,00337600,0.8351,1031.0,48566.0,-80.384383,41.41354,0
Thomas College,Waterville,Maine,North Atlantic Conference,D3,ME,Thomas College,Waterville,ME,00205200,,,40911.0,-69.664734,44.524909,0
Transylvania University,Lexington,Kentucky,Heartland Collegiate Athletic Conference,D3,KY,Transylvania University,Lexington,KY,00198700,0.9212,1267.0,53097.0,-84.493202,38.052983,0
Trine University,Angola,Indiana,Michigan Intercollegiate Athletic Association,D3,IN,Trine University,Angola,IN,00183900,0.7875,1130.0,47142.0,-85.008009,41.632502,0
Trinity College,Hartford,Connecticut,New England Small College Athletic Conference,D3,CT,Trinity College,Hartford,CT,00141400,0.3604,,76850.0,-72.690882,41.747451,0
Trinity University,San Antonio,Texas,Southern Collegiate Athletic Conference,D3,TX,Trinity University,San Antonio,TX,00364700,0.3362,1355.0,60664.0,-98.48186,29.462682,0
Trinity Washington University,Washington,District of Columbia,Independent,D3,DC,Trinity Washington University,Washington,DC,00146000,0.9579,,32710.0,-77.004261,38.927398,0
Tufts University,Medford,Massachusetts,New England Small College Athletic Conference,D3,MA,Tufts University,Medford,MA,00221900,0.163,1474.0,76151.0,-71.118293,42.40855,0
Union College,Schenectady,New York,Liberty League,D3,NY,Union College,Schenectady,NY,00288900,0.4126,1339.0,69879.0,-73.928788,42.818097,0
United States Coast Guard Academy,New London,Connecticut,New England Women's and Men's Athletic Conference,D3,CT,United States Coast Guard Academy,New London,CT,00141500,0.2009,1332.0,,-72.101583,41.375823,0
United States Merchant Marine Academy,Kings Point,New York,Skyline Conference,D3,NY,United States Merchant Marine Academy,Kings Point,NY,00289200,0.2411,1288.0,9565.0,-73.763004,40.81357,0
Ursinus College,Collegeville,Pennsylvania,Centennial Conference,D3,PA,Ursinus College,Collegeville,PA,00338500,0.8044,1253.0,69604.0,-75.456505,40.193023,0
Utica University,Utica,New York,Empire 8,D3,NY,Utica University,Utica,NY,00288300,0.8641,,34427.0,-75.272916,43.096213,0
University of Valley Forge,Phoenixville,Pennsylvania,Colonial States Athletic Conference,D3,PA,University of Valley Forge,Phoenixville,PA,00330600,0.6303,,36036.0,-75.5469,40.117835,0
Vassar College,Poughkeepsie,New York,Liberty League,D3,NY,Vassar College,Poughkeepsie,NY,00289500,0.2454,1456.0,75203.0,-73.895088,41.686895,0
Virginia Wesleyan University,Virginia Beach,Virginia,Old Dominion Athletic Conference,D3,VA,Virginia Wesleyan University,Virginia Beach,VA,00376700,0.7399,1095.0,50408.0,-76.18606,36.868417,0
Wabash College,Crawfordsville,Indiana,North Coast Athletic Conference,D3,IN,Wabash College,Crawfordsville,IN,00184400,0.6321,1226.0,58770.0,-86.906,40.037588,0
Warren Wilson College,Swannanoa,North Carolina,Coast to Coast Athletic Conference,D3,NC,Warren Wilson College,Swannanoa,NC,00297900,0.8484,1220.0,52526.0,-82.442619,35.610328,0
Wartburg College,Waverly,Iowa,American Rivers Conference,D3,IA,Wartburg College,Waverly,IA,00189600,0.7172,1114.0,55508.0,-92.483387,42.7277,0
Washington & Jefferson College,Washington,Pennsylvania,Presidents' Athletic Conference,D3,PA,Washington & Jefferson College,Washington,PA,00338900,0.9018,,62814.0,-80.24049,40.170622,0
Washington and Lee University,Lexington,Virginia,Old Dominion Athletic Conference,D3,VA,Washington and Lee University,Lexington,VA,00376800,0.2451,1451.0,73900.0,-79.443018,37.788939,0
Washington College,Chestertown,Maryland,Centennial Conference,D3,MD,Washington College,Chestertown,MD,00210800,0.8028,,65405.0,-76.06878,39.217329,0
Washington University in St. Louis,St. Louis,Missouri,University Athletic Association,D3,MO,Washington University in St Louis,Saint Louis,MO,00252000,0.1602,1520.0,76910.0,-90.310604,38.647929,0
Waynesburg University,Waynesburg,Pennsylvania,Presidents' Athletic Conference,D3,PA,Waynesburg University,Waynesburg,PA,00339100,0.8996,1082.0,37431.0,-80.186205,39.899871,0
Webster University,St. Louis,Missouri,St. Louis Intercollegiate Athletic Conference,D3,MO,Webster University,Saint Louis,MO,00252100,0.5312,1170.0,44260.0,-90.345151,38.588875,0
Wellesley College,Wellesley,Massachusetts,New England Women's and Men's Athletic Conference,D3,MA,Wellesley College,Wellesley,MA,00222400,0.2041,1446.0,75198.0,-71.306605,42.291554,0
Wells College,Aurora,New York,United East Conference(Allegheny Mountain Collegiate Conference in 2023),D3,NY,Wells College,Aurora,NY,00290100,0.6436,,46640.0,-76.696028,42.742943,0
Wentworth Institute of Technology,Boston,Massachusetts,Commonwealth Coast Conference,D3,MA,Wentworth Institute of Technology,Boston,MA,00222500,0.9354,1192.0,52232.0,-71.094983,42.336632,0
Wesleyan College,Macon,Georgia,Collegiate Conference of the South,D3,GA,Wesleyan College,Macon,GA,00160000,0.5981,1052.0,34952.0,-83.715417,32.876037,0
Wesleyan University,Middletown,Connecticut,New England Small College Athletic Conference,D3,CT,Wesleyan University,Middletown,CT,00142400,0.209,,75693.0,-72.657146,41.554665,0
Western Connecticut State University,Danbury,Connecticut,Little East Conference,D3,CT,Western Connecticut State University,Danbury,CT,00138000,0.8072,,23110.0,-73.444264,41.400365,0
Western New England University,Springfield,Massachusetts,Commonwealth Coast Conference,D3,MA,Western New England University,Springfield,MA,00222600,0.8943,,52924.0,-72.520466,42.115017,0
Westfield State University,Westfield,Massachusetts,Massachusetts State Collegiate Athletic Conference,D3,MA,Westfield State University,Westfield,MA,00218900,0.9244,1054.0,24844.0,-72.796503,42.132698,0
Westminster College,Fulton,Missouri,St. Louis Intercollegiate Athletic Conference,D3,MO,Westminster College,Fulton,MO,00252300,0.9743,1136.0,44500.0,-91.955273,38.849354,0
Westminster College,New Wilmington,Pennsylvania,Presidents' Athletic Conference,D3,PA,Westminster College,New Wilmington,PA,00339200,0.7651,,49932.0,-80.331017,41.119272,0
Wheaton College,Wheaton,Illinois,College Conference of Illinois and Wisconsin,D3,IL,Wheaton College,Wheaton,IL,00178100,0.8695,1336.0,50923.0,-88.099643,41.870176,0
Whitman College,Walla Walla,Washington,Northwest Conference,D3,WA,Whitman College,Walla Walla,WA,00380300,0.5413,1360.0,69532.0,-118.331546,46.069815,0
Whittier College,Whittier,California,Southern California Intercollegiate Athletic Conference,D3,CA,Whittier College,Whittier,CA,00134200,0.7233,,61052.0,-118.032299,33.978773,0
Whitworth University,Spokane,Washington,Northwest Conference,D3,WA,Whitworth University,Spokane,WA,00380400,0.9101,1171.0,60359.0,-117.416714,47.753358,0
Widener University,Chester,Pennsylvania,MAC Commonwealth,D3,PA,Widener University,Chester,PA,00331300,0.7458,1126.0,62831.0,-75.355363,39.861689,0
Wilkes University,Wilkes-Barre,Pennsylvania,MAC Freedom(Landmark Conference in 2023),D3,PA,Wilkes University,Wilkes-Barre,PA,00339400,0.9177,1137.0,54085.0,-75.890262,41.244199,0
Willamette University,Salem,Oregon,Northwest Conference,D3,OR,Willamette University,Salem,OR,00322700,0.8017,,66416.0,-123.030537,44.935457,0
William Peace University,Raleigh,North Carolina,USA South Athletic Conference,D3,NC,William Peace University,Raleigh,NC,00295300,0.6139,1053.0,47624.0,-78.637697,35.789139,0
Williams College,Williamstown,Massachusetts,New England Small College Athletic Conference,D3,MA,Williams College,Williamstown,MA,00222900,0.1512,,75520.0,-73.203132,42.712725,0
Wilmington College,Wilmington,Ohio,Ohio Athletic Conference,D3,OH,Wilmington College,Wilmington,OH,00314200,0.7272,1083.0,38642.0,-83.818342,39.444744,0
Wilson College,Chambersburg,Pennsylvania,Colonial States Athletic Conference,D3,PA,Wilson College,Chambersburg,PA,00339600,0.922,1030.0,37019.0,-77.650712,39.949659,0
University of Wisconsin–Eau Claire,Eau Claire,Wisconsin,Wisconsin Intercollegiate Athletic Conference,D3,WI,University of Wisconsin-Eau Claire,Eau Claire,WI,00391700,0.8436,1170.0,20174.0,-91.501906,44.798284,1
University of Wisconsin–La Crosse,La Crosse,Wisconsin,Wisconsin Intercollegiate Athletic Conference,D3,WI,University of Wisconsin-La Crosse,La Crosse,WI,00391900,0.7515,1185.0,17514.0,-91.23186,43.81568,1
Wisconsin Lutheran College,Milwaukee,Wisconsin,Northern Athletics Collegiate Conference,D3,WI,Wisconsin Lutheran College,Milwaukee,WI,02136600,0.9562,1172.0,43118.0,-88.022718,43.036943,0
University of Wisconsin–Oshkosh,Oshkosh,Wisconsin,Wisconsin Intercollegiate Athletic Conference,D3,WI,University of Wisconsin-Oshkosh,Oshkosh,WI,00392000,0.7858,1105.0,18125.0,-88.549369,44.026206,1
University of Wisconsin–Platteville,Platteville,Wisconsin,Wisconsin Intercollegiate Athletic Conference,D3,WI,University of Wisconsin-Platteville,Platteville,WI,00392100,0.8148,1150.0,18670.0,-90.48622,42.733451,1
University of Wisconsin–River Falls,River Falls,Wisconsin,Wisconsin Intercollegiate Athletic Conference,D3,WI,University of Wisconsin-River Falls,River Falls,WI,00392300,0.7685,1120.0,17971.0,-92.622641,44.8534,1
University of Wisconsin–Stevens Point,Stevens Point,Wisconsin,Wisconsin Intercollegiate Athletic Conference,D3,WI,University of Wisconsin-Stevens Point,Stevens Point,WI,00392400,0.8654,1105.0,18217.0,-89.570934,44.529582,1
University of Wisconsin–Stout,Menomonie,Wisconsin,Wisconsin Intercollegiate Athletic Conference,D3,WI,University of Wisconsin-Stout,Menomonie,WI,00391500,0.901,1135.0,19704.0,-91.926653,44.873187,1
University of Wisconsin–Superior,Superior,Wisconsin,Upper Midwest Athletic Conference,D3,WI,University of Wisconsin-Superior,Superior,WI,00392500,0.8613,1085.0,18731.0,-92.091007,46.717629,1
University of Wisconsin–Whitewater,Whitewater,Wisconsin,Wisconsin Intercollegiate Athletic Conference,D3,WI,University of Wisconsin-Whitewater,Whitewater,WI,00392600,0.7992,1105.0,18252.0,-88.742368,42.835563,1
Wittenberg University,Springfield,Ohio,North Coast Athletic Conference,D3,OH,Wittenberg University,Springfield,OH,00314300,0.9743,,53219.0,-83.815445,39.934029,0
College of Wooster,Wooster,Ohio,North Coast Athletic Conference,D3,OH,The College of Wooster,Wooster,OH,00303700,0.653,,66108.0,-81.934674,40.81046,0
Worcester Polytechnic Institute,Worcester,Massachusetts,New England Women's and Men's Athletic Conference,D3,MA,Worcester Polytechnic Institute,Worcester,MA,00223300,0.5905,,69233.0,-71.808339,42.274853,0
Worcester State University,Worcester,Massachusetts,Massachusetts State Collegiate Athletic Conference,D3,MA,Worcester State University,Worcester,MA,00219000,0.8103,1097.0,21870.0,-71.844018,42.267526,0
Yeshiva University,New York,New York,Skyline Conference,D3,NY,Yeshiva University,New York,NY,00290300,0.6741,1288.0,64050.0,-73.929873,40.850605,0
York College of Pennsylvania,York,Pennsylvania,MAC Commonwealth,D3,PA,York College of Pennsylvania,York,PA,00339900,0.7077,1096.0,32801.0,-76.727984,39.94614,0
