School,City,StateCode,OPEID,AdmissionRate,SAT,Cost,Longitude,Latitude
Northern Baptist Theological Seminary,Lisle,IL,173600.0,,,,-88.056162,41.809104
Northern Illinois University,Dekalb,IL,173700.0,0.5925,,26312.0,-88.766428,41.933869
Northwestern University,Evanston,IL,173900.0,0.0931,1505.0,78654.0,-87.679858,42.050356
Northeastern Illinois University,Chicago,IL,169300.0,0.607,915.0,24295.0,-87.718983,41.980399
Oakton Community College,Des Plaines,IL,989600.0,,,11218.0,-87.880644,42.061893
Oehrlein School of Cosmetology,East Peoria,IL,2297500.0,,,,-89.55712,40.665832
Olivet Nazarene University,Bourbonnais,IL,174100.0,0.6657,1101.0,48119.0,-87.875165,41.155237
Parkland College,Champaign,IL,711800.0,,,13034.0,-88.290359,40.131963
Prairie State College,Chicago Heights,IL,164000.0,,,14638.0,-87.638943,41.525316
Principia College,Elsah,IL,174400.0,0.9324,1143.0,,-90.350285,38.948835
Professional's Choice Hair Design Academy,Joliet,IL,2323300.0,,,,-88.148846,41.523122
Quincy University,Quincy,IL,174500.0,0.6713,1106.0,41831.0,-91.385975,39.938898
Rend Lake College,Ina,IL,711900.0,,,12171.0,-88.918283,38.131481
Richland Community College,Decatur,IL,1087900.0,,,10658.0,-88.894125,39.883887
Rock Valley College,Rockford,IL,174700.0,,,14559.0,-88.993544,42.306174
Rockford University,Rockford,IL,174800.0,0.5082,1009.0,43866.0,-89.019536,42.270639
Roosevelt University,Chicago,IL,174900.0,0.7652,1043.0,44322.0,-87.624952,41.876055
Dominican University,River Forest,IL,175000.0,0.7646,1072.0,43228.0,-87.823003,41.902678
Rush University,Chicago,IL,980000.0,,,,-87.668581,41.874742
Saint Francis Medical Center College of Nursing,Peoria,IL,624000.0,,,,-89.590322,40.701241
University of St Francis,Joliet,IL,166400.0,0.6009,1096.0,42819.0,-88.096057,41.532225
St. John's College-Department of Nursing,Springfield,IL,3098000.0,,,,-89.64532,39.807602
Saint Xavier University,Chicago,IL,176800.0,0.79,1048.0,41360.0,-87.714749,41.707199
University of Illinois Springfield,Springfield,IL,933300.0,0.7733,1107.0,24309.0,-89.616796,39.729524
Sauk Valley Community College,Dixon,IL,175200.0,,,13448.0,-89.596483,41.817659
Shawnee Community College,Ullin,IL,769300.0,,,12596.0,-89.03352,37.270198
St. Augustine College,Chicago,IL,2185400.0,,,18988.0,-87.662806,41.972414
University of Saint Mary of the Lake,Mundelein,IL,176500.0,,,,-88.000262,42.280702
Southeastern Illinois College,Harrisburg,IL,175700.0,,,10801.0,-88.436631,37.75174
National Latino Education Institute,Chicago,IL,3128500.0,,,,-87.675917,41.822756
Spertus College,Chicago,IL,166300.0,,,,-87.624785,41.873881
Spoon River College,Canton,IL,164300.0,,,12226.0,-90.07233,40.527991
Saint Anthony College of Nursing,Rockford,IL,998700.0,1.0,,39624.0,-88.991968,42.310147
Educators of Beauty College of Cosmetology-Sterling,Sterling,IL,825900.0,,,,-89.692522,41.788581
Southern Illinois University-Carbondale,Carbondale,IL,175800.0,0.9178,1096.0,29023.0,-89.217273,37.714193
Southern Illinois University-Edwardsville,Edwardsville,IL,175900.0,0.8505,1154.0,24244.0,-89.997779,38.793949
Taylor Business Institute,Chicago,IL,1181000.0,0.8933,,23207.0,-87.62671,41.885452
Telshe Yeshiva-Chicago,Chicago,IL,2073200.0,1.0,,18500.0,-87.71755,41.975536
South Suburban College,South Holland,IL,176900.0,,,11077.0,-87.619123,41.606427
Tri-County Beauty Academy,LITCHFIELD,IL,1069500.0,,,,-89.655742,39.176137
Trinity Christian College,Palos Heights,IL,177100.0,0.6366,1103.0,42996.0,-87.783973,41.667687
Trinity International University-Illinois,Deerfield,IL,177200.0,0.8592,1079.0,47226.0,-87.880851,42.197945
Triton College,River Grove,IL,177300.0,,,10977.0,-87.841056,41.916082
University of Spa & Cosmetology Arts,Springfield,IL,2124400.0,,,,-89.710839,39.76672
VanderCook College of Music,Chicago,IL,177800.0,1.0,1007.0,37584.0,-87.629138,41.836833
Waubonsee Community College,Sugar Grove,IL,693100.0,,,9361.0,-88.459925,41.795955
Oak Point University,Oak Brook,IL,2214100.0,,,,-87.685291,41.90748
Western Illinois University,Macomb,IL,178000.0,0.6696,1011.0,26287.0,-90.686899,40.468086
Wheaton College,Wheaton,IL,178100.0,0.8695,1336.0,50923.0,-88.099643,41.870176
William Rainey Harper College,Palatine,IL,396100.0,,,12871.0,-88.072811,42.081829
Ancilla College,Donaldson,IN,178400.0,,,27661.0,-86.445263,41.337958
Anderson University,Anderson,IN,178500.0,0.665,1071.0,44342.0,-85.664315,40.112768
Ball State University,Muncie,IN,178600.0,0.8705,,24439.0,-85.409043,40.203431
Bethel University,Mishawaka,IN,178700.0,0.9279,,40149.0,-86.194686,41.678399
Butler University,Indianapolis,IN,178800.0,0.7569,1265.0,61623.0,-86.172167,39.8374
Calumet College of Saint Joseph,Whiting,IN,183400.0,,,26540.0,-87.494123,41.671008
Christian Theological Seminary,Indianapolis,IN,178900.0,,,,-86.178551,39.832673
College of Court Reporting Inc,Valparaiso,IN,2615800.0,,,38363.0,-87.066331,41.467574
Concordia Theological Seminary,Fort Wayne,IN,2087600.0,,,,-85.10994,41.139321
Tricoci University of Beauty Culture-Highland,Highland,IN,1150500.0,,,,-87.467018,41.555885
DePauw University,Greencastle,IN,179200.0,0.6849,1235.0,66946.0,-86.860363,39.640904
Don Roberts School of Hair Design,Schererville,IN,2164300.0,,,,-87.447089,41.485532
Earlham College,Richmond,IN,179300.0,0.591,1236.0,61156.0,-84.915037,39.823431
University of Evansville,Evansville,IN,179500.0,0.643,,50986.0,-87.531644,37.971549
Franklin College,Franklin,IN,179800.0,0.7607,1076.0,46533.0,-86.047182,39.478298
Goshen College,Goshen,IN,179900.0,0.9238,1084.0,44994.0,-85.827795,41.563582
Grace College and Theological Seminary,Winona Lake,IN,180000.0,0.7465,1134.0,36725.0,-85.814228,41.22595
Hanover College,Hanover,IN,180100.0,0.6932,1195.0,52998.0,-85.460051,38.715642
J Michael Harrold Beauty Academy,Terre Haute,IN,951500.0,,,,-87.383391,39.470359
Holy Cross College,Notre Dame,IN,726300.0,0.7702,1283.0,44469.0,-86.253822,41.698996
PJ's College of Cosmetology-Clarksville,Clarksville,IN,2241700.0,,,,-85.768914,38.3121
Huntington University,Huntington,IN,180300.0,0.7767,1090.0,38461.0,-85.497317,40.898152
Ivy Tech Community College,Indianapolis,IN,991700.0,,,13149.0,-86.158213,39.803753
Purdue University Fort Wayne,Fort Wayne,IN,182800.0,0.8278,1090.0,19224.0,-85.108962,41.117278
Indiana University-Purdue University-Indianapolis,Indianapolis,IN,181300.0,0.7854,1102.0,21127.0,-86.172217,39.772948
University of Indianapolis,Indianapolis,IN,180400.0,0.8448,1076.0,44681.0,-86.133969,39.709571
Indiana Institute of Technology,Fort Wayne,IN,180500.0,0.6307,,40161.0,-85.116479,41.078365
University of Southern Indiana,Evansville,IN,180800.0,0.9387,1089.0,20146.0,-87.677214,37.962374
Indiana State University,Terre Haute,IN,180700.0,0.9229,,22718.0,-87.407846,39.469073
Indiana University-Kokomo,Kokomo,IN,181400.0,0.8271,,16738.0,-86.132048,40.460062
Indiana University-South Bend,South Bend,IN,181600.0,0.8687,1039.0,16667.0,-86.221991,41.665324
Indiana University-Bloomington,Bloomington,IN,180900.0,0.8038,1261.0,25587.0,-86.526559,39.16609
Indiana University-Northwest,Gary,IN,181500.0,0.8168,1005.0,13054.0,-87.337249,41.557324
Indiana University-Southeast,New Albany,IN,181700.0,0.8541,1055.0,17421.0,-85.819985,38.345191
Indiana University-East,Richmond,IN,181100.0,0.6732,1043.0,16144.0,-84.881923,39.868707
International Business College-Indianapolis,Indianapolis,IN,457900.0,0.7306,,23045.0,-86.041648,39.885628
Taylor Institute of Cosmetology II,Knox,IN,2351300.0,,,,-86.618158,41.287712
Tricoci University of Beauty Culture-Lafayette,Lafayette,IN,4130901.0,,,,-86.887007,40.419818
Empire Beauty School-Indianapolis,Indianapolis,IN,757311.0,,,,-86.100614,39.666467
Lincoln College of Technology-Indianapolis,Indianapolis,IN,793800.0,,,,-86.246276,39.884503
Manchester University,North Manchester,IN,182000.0,0.7038,,45489.0,-85.762643,41.010549
Marian University,Indianapolis,IN,182100.0,0.6424,,49112.0,-86.202643,39.813233
Indiana Wesleyan University-Marion,Marion,IN,182200.0,0.9147,1134.0,39347.0,-85.667503,40.517937
Martin University,Indianapolis,IN,2140800.0,,,23393.0,-86.103953,39.798144
Anabaptist Mennonite Biblical Seminary,Elkhart,IN,182300.0,,,,-85.972165,41.656013
Mid-America College of Funeral Service,Jeffersonville,IN,1061800.0,,,22581.0,-85.744696,38.31209
West Michigan College of Barbering and Beauty,Kalamazoo,MI,2491000.0,,,,-85.590244,42.259329
University of Notre Dame,Notre Dame,IN,184000.0,0.1899,1489.0,74172.0,-86.238959,41.703058
Oakland City University,Oakland City,IN,182400.0,0.6331,1021.0,37683.0,-87.35144,38.340891
PJ's College of Cosmetology-Richmond,Richmond,IN,2304800.0,,,,-84.842601,39.83227
Ravenscroft Beauty College,Fort Wayne,IN,2084800.0,,,,-85.046078,41.121802
Rogers Academy of Hair Design,Evansville,IN,2339600.0,,,,-87.572366,37.970675
Rose-Hulman Institute of Technology,Terre Haute,IN,183000.0,0.7662,1371.0,70401.0,-87.326749,39.483602
University of Saint Francis-Fort Wayne,Fort Wayne,IN,183200.0,0.9905,1075.0,40759.0,-85.177246,41.087205
Saint Mary-of-the-Woods College,Saint Mary of the Woods,IN,183500.0,0.7123,1026.0,42591.0,-87.463791,39.508546
Saint Mary's College,Notre Dame,IN,183600.0,0.8151,1189.0,58956.0,-86.256947,41.707274
Saint Meinrad School of Theology,St. Meinrad,IN,727600.0,,,,-86.810388,38.165546
Saint Elizabeth School of Nursing,Lafayette,IN,625700.0,1.0,921.0,35199.0,-86.88083,40.427401
Taylor University,Upland,IN,183800.0,0.701,,48656.0,-85.497034,40.456246
Trine University,Angola,IN,183900.0,0.7875,1130.0,47142.0,-85.008009,41.632502
Valparaiso University,Valparaiso,IN,184200.0,0.8663,1199.0,53847.0,-87.040172,41.462239
Vincennes Beauty College,Vincennes,IN,1015100.0,,,,-87.53241,38.679739
Vincennes University,Vincennes,IN,184300.0,,,18741.0,-87.519939,38.687766
Wabash College,Crawfordsville,IN,184400.0,0.6321,1226.0,58770.0,-86.906,40.037588
Allen College,Waterloo,IA,3069100.0,,,,-92.340148,42.530084
Briar Cliff University,Sioux City,IA,184600.0,,,45452.0,-96.428444,42.526443
Buena Vista University,Storm Lake,IA,184700.0,0.5568,,48297.0,-95.208529,42.642255
Capri College-Dubuque,Dubuque,IA,758800.0,,,,-90.665565,42.497357
Capri College-Cedar Rapids,Cedar Rapids,IA,2090300.0,,,,-91.710201,41.960734
Central College,Pella,IA,185000.0,0.6368,1116.0,53402.0,-92.922199,41.401539
Clarke University,Dubuque,IA,185200.0,0.892,1085.0,48724.0,-90.690487,42.509475
Coe College,Cedar Rapids,IA,185400.0,0.7986,,58857.0,-91.658192,41.988263
Cornell College,Mount Vernon,IA,185600.0,0.8241,1224.0,58201.0,-91.423741,41.924554
Des Moines Area Community College,Ankeny,IA,712000.0,,,13704.0,-93.611597,41.707348
Divine Word College,Epworth,IA,185800.0,1.0,,,-90.934578,42.441721
Dordt University,Sioux Center,IA,185900.0,0.7184,1209.0,46028.0,-96.166562,43.082527
Drake University,Des Moines,IA,186000.0,0.6792,1254.0,57643.0,-93.652163,41.60129
University of Dubuque,Dubuque,IA,189100.0,0.7863,1010.0,47188.0,-90.693428,42.49726
Ellsworth Community College,Iowa Falls,IA,186200.0,,,16181.0,-93.265853,42.527524
Emmaus Bible College,Dubuque,IA,2328900.0,0.9211,1117.0,29368.0,-90.706011,42.508307
Eastern Iowa Community College District,Davenport,IA,407500.0,,,14220.0,-90.574459,41.522179
Faith Baptist Bible College and Theological Seminary,Ankeny,IA,712100.0,0.676,1152.0,28069.0,-93.624422,41.737082
Graceland University-Lamoni,Lamoni,IA,186600.0,0.6807,1043.0,43960.0,-93.924893,40.615966
Grand View University,Des Moines,IA,186700.0,0.9702,1059.0,39864.0,-93.604352,41.620813
Grinnell College,Grinnell,IA,186800.0,0.1925,1448.0,70346.0,-92.722094,41.747952
Orion Technical College,Davenport,IA,1206400.0,,,25591.0,-90.560088,41.573888
Hawkeye Community College,Waterloo,IA,459500.0,,,15608.0,-92.330633,42.430003
American Hair Academy,Mt. Pleasant,IA,2289000.0,,,,-91.524949,40.962643
Indian Hills Community College,Ottumwa,IA,840300.0,,,13652.0,-92.394736,41.045105
Iowa Central Community College,Fort Dodge,IA,186500.0,,,14724.0,-94.20299,42.490067
Iowa Lakes Community College,Estherville,IA,186400.0,,,16233.0,-94.835661,43.401376
UnityPoint Health-Des Moines School of Radiologic Technology,Des Moines,IA,626700.0,,,,-93.635129,41.590094
Iowa School of Beauty-Des Moines,Des Moines,IA,826000.0,,,,-93.711628,41.624684
Iowa State University,Ames,IA,186900.0,0.8842,1197.0,21740.0,-93.648504,42.026212
Iowa Wesleyan University,Mount Pleasant,IA,187100.0,0.7119,959.0,45994.0,-91.552459,40.973791
Iowa Western Community College,Council Bluffs,IA,459800.0,,,17982.0,-95.797975,41.272168
University of Iowa,Iowa City,IA,189200.0,0.8428,1229.0,24806.0,-91.536425,41.661935
Kirkwood Community College,Cedar Rapids,IA,407600.0,,,14222.0,-91.651172,41.911268
La James International College-Cedar Falls,Cedar Falls,IA,1300600.0,,,,-92.434496,42.515026
La James International College-Johnston,Johnston,IA,2274100.0,,,,-93.738577,41.661015
La James College of Hairstyling and Cosmetology,Mason City,IA,765900.0,,,,-93.199881,43.153786
La James International College-Ft Dodge,Fort Dodge,IA,842400.0,,,,-94.163856,42.5005
Loras College,Dubuque,IA,187300.0,0.5838,,46290.0,-90.679023,42.503908
Luther College,Decorah,IA,187400.0,0.6429,1229.0,57885.0,-91.802809,43.312304
Maharishi International University,Fairfield,IA,1111300.0,1.0,,28730.0,-91.967306,41.017781
Marshalltown Community College,Marshalltown,IA,187500.0,,,12554.0,-92.909411,42.00065
Mercy College of Health Sciences,Des Moines,IA,627300.0,0.9167,1105.0,29813.0,-93.626238,41.594559
Morningside University,Sioux City,IA,187900.0,0.686,,45927.0,-96.359464,42.473891
Mount Mercy University,Cedar Rapids,IA,188000.0,0.7621,,48189.0,-91.650991,42.001931
Ashford University,San Diego,CA,188100.0,,,25683.0,-117.141961,32.8273
North Iowa Area Community College,Mason City,IA,187700.0,,,13679.0,-93.13126,43.157169
University of Northern Iowa,Cedar Falls,IA,189000.0,0.7888,1149.0,21047.0,-92.459703,42.514923
Northwestern College,Orange City,IA,188300.0,0.7377,1146.0,45760.0,-96.058772,42.999007
Northeast Iowa Community College,Calmar,IA,458700.0,,,14264.0,-91.867105,43.17523
Northwest Iowa Community College,Sheldon,IA,460000.0,,,16895.0,-95.880639,43.184701
Des Moines University-Osteopathic Medical Center,Des Moines,IA,185500.0,,,,-93.661686,41.583325
Iowa School of Beauty-Ottumwa,Ottumwa,IA,2306900.0,,,,-92.417948,41.02334
Palmer College of Chiropractic,Davenport,IA,1230000.0,,,,-90.574607,41.529021
PCI Academy-Ames,Ames,IA,2160900.0,,,,-93.613611,41.99767
Saint Ambrose University,Davenport,IA,188900.0,0.7384,1110.0,46894.0,-90.579854,41.54065
St Luke's College,Sioux City,IA,729100.0,0.5926,,24978.0,-96.404724,42.520081
La James International College-Davenport,Davenport,IA,2134500.0,,,,-90.5682,41.572861
Simpson College,Indianola,IA,188700.0,0.8662,1149.0,53845.0,-93.563471,41.365503
Southeastern Community College,West Burlington,IA,184800.0,,,12365.0,-91.171881,40.814496
Southwestern Community College,Creston,IA,185700.0,,,14973.0,-94.380906,41.073437
Capri College-Davenport,Davenport,IA,771700.0,,,,-90.538828,41.575211
Iowa School of Beauty-Sioux City,Sioux City,IA,3441300.0,,,,-96.365842,42.441812
E Q School of Hair Design,Council Bluffs,IA,761100.0,,,,-95.858073,41.235617
Upper Iowa University,Fayette,IA,189300.0,0.653,1035.0,45237.0,-91.799543,42.838283
Waldorf University,Forest City,IA,189500.0,0.6106,1018.0,34318.0,-93.641714,43.262923
Wartburg College,Waverly,IA,189600.0,0.7172,1114.0,55508.0,-92.483387,42.7277
Wartburg Theological Seminary,Dubuque,IA,189700.0,,,,-90.691225,42.485761
The Salon Professional Academy-Cedar Falls,Cedar Falls,IA,794100.0,,,,-92.433262,42.511022
Western Iowa Tech Community College,Sioux City,IA,731600.0,,,13677.0,-96.348874,42.482953
William Penn University,Oskaloosa,IA,190000.0,0.5503,,38337.0,-92.647095,41.310111
Allen County Community College,Iola,KS,190100.0,,,13048.0,-95.396377,37.938038
Baker University,Baldwin City,KS,190300.0,0.9341,1102.0,44473.0,-95.187346,38.778712
Barton County Community College,Great Bend,KS,460800.0,,,15231.0,-98.731648,38.403529
Benedictine College,Atchison,KS,1025600.0,0.9678,1213.0,46309.0,-95.111473,39.572646
Bethany College,Lindsborg,KS,190400.0,0.6832,1035.0,49294.0,-97.67367,38.580598
Bethel College-North Newton,North Newton,KS,190500.0,0.6132,1031.0,43795.0,-97.343256,38.075169
Butler Community College,El Dorado,KS,190600.0,,,17439.0,-96.882987,37.806699
Central Christian College of Kansas,McPherson,KS,190800.0,,,30742.0,-97.668597,38.357978
Cloud County Community College,Concordia,KS,190900.0,,,14251.0,-97.664147,39.554199
Coffeyville Community College,Coffeyville,KS,191000.0,,,11650.0,-95.621374,37.033814
Colby Community College,Colby,KS,191100.0,,,14481.0,-101.052744,39.377601
Cowley County Community College,Arkansas City,KS,190200.0,,,12849.0,-97.043075,37.061668
Dodge City Community College,Dodge City,KS,191300.0,,,11716.0,-100.037481,37.776891
Donnelly College,Kansas City,KS,191400.0,,,20338.0,-94.650677,39.112256
Emporia State University,Emporia,KS,192700.0,0.8608,,19526.0,-96.179021,38.414784
Flint Hills Technical College,Emporia,KS,526400.0,,,18948.0,-96.224141,38.41888
Fort Hays State University,Hays,KS,191500.0,0.9135,,18111.0,-99.342503,38.872156
Barclay College,Haviland,KS,191700.0,0.4798,,34250.0,-99.105351,37.62012
Friends University,Wichita,KS,191800.0,0.5754,1081.0,39879.0,-97.367048,37.678459
Fort Scott Community College,Fort Scott,KS,191600.0,,,10013.0,-94.715334,37.816206
Garden City Community College,Garden City,KS,191900.0,,,10927.0,-100.848082,37.970151
Haskell Indian Nations University,Lawrence,KS,1043800.0,0.7273,,8934.0,-95.232879,38.938834
Hays Academy of Hair Design,Hays,KS,2257700.0,,,,-99.310623,38.884873
Hesston College,Hesston,KS,192000.0,,,40861.0,-97.433883,38.134558
Highland Community College,Highland,KS,192100.0,,,11540.0,-95.271539,39.859987
Hutchinson Community College,Hutchinson,KS,192300.0,,,12763.0,-97.92135,38.068035
Independence Community College,Independence,KS,192400.0,,,12148.0,-95.720518,37.195614
Johnson County Community College,Overland Park,KS,824400.0,,,17358.0,-94.727798,38.924125
Concorde Career College-Kansas City,Kansas City,MO,2361600.0,0.965,,,-94.589819,39.06799
Kansas City Kansas Community College,Kansas City,KS,192500.0,,,18270.0,-94.748061,39.121911
Kansas Christian College,Overland Park,KS,2168900.0,,,19599.0,-94.666878,38.994848
University of Kansas,Lawrence,KS,194800.0,0.9093,1227.0,26204.0,-95.247567,38.958549
Newman University,Wichita,KS,193900.0,0.8308,,41633.0,-97.37768,37.672643
Old Town Barber College-Wichita,Wichita,KS,2134800.0,,,,-97.323179,37.68586
Kansas State University,Manhattan,KS,192800.0,0.9415,,24626.0,-96.581077,39.188648
Kansas Wesleyan University,Salina,KS,192900.0,0.6179,,44254.0,-97.607973,38.813795
Washburn Institute of Technology,Topeka,KS,194901.0,0.4081,,15070.0,-95.751158,39.04497
Labette Community College,Parsons,KS,193000.0,,,12506.0,-95.255368,37.339062
Manhattan Area Technical College,Manhattan,KS,550000.0,,,16901.0,-96.615672,39.197774
Manhattan Christian College,Manhattan,KS,193100.0,0.4895,1085.0,30594.0,-96.579383,39.184806
